iter	Passed	Remaining
156	513	19096
157	516	19107
158	519	19097
159	522	19078
160	525	19068
161	528	19061
162	531	19049
163	534	19037
164	538	19028
165	540	18998
166	543	18985
167	546	18964
168	549	18951
169	552	18934
170	555	18931
171	558	18931
172	561	18918
173	564	18905
174	567	18891
175	570	18881
176	573	18868
177	576	18866
178	579	18855
179	582	18845
180	586	18840
181	589	18829
182	592	18825
183	595	18808
184	597	18795
185	601	18792
186	604	18782
187	606	18765
188	610	18767
189	613	18760
190	616	18749
191	619	18734
192	622	18721
193	625	18712
194	628	18706
195	631	18699
196	634	18696
197	637	18692
198	640	18683
199	643	18673
200	646	18658
201	649	18641
202	652	18626
203	655	18623
204	660	18661
205	663	18652
206	666	18653
207	669	18655
208	672	18643
209	675	18634
210	679	18641
211	682	18633
212	685	18620
213	688	18624
214	691	18613
215	694	18605
216	697	18601
217	701	18607
218	704	18598
219	707	18598
220	710	18587
221	714	18588
222	717	18578
223	720	18571
224	723	18571
225	726	18559
226	729	18559
227	732	18551
228	735	18545
229	738	18529
230	741	18525
231	744	18514
232	748	18519
233	751	18509
234	754	18498
235	757	18503
236	760	18502
237	763	18489
238	767	18490
239	770	18487
240	773	18486
241	776	18471
242	779	18462
243	782	18459
244	785	18453
245	789	18459
246	792	18447
247	794	18437
248	797	18424
249	800	18420
250	803	18405
251	807	18409
252	810	18402
253	813	18392
254	815	18382
255	818	18371
256	821	18356
257	824	18347
258	827	18345
259	830	18343
260	833	18331
261	836	18322
262	839	18310
263	842	18297
264	845	18295
265	848	18300
266	851	18292
267	854	18283
268	857	18275
269	860	18269
270	864	18271
271	867	18264
272	870	18261
273	873	18259
274	876	18252
275	879	18243
276	883	18245
277	886	18240
278	889	18231
279	891	18219
280	894	18211
281	898	18211
282	901	18214
283	904	18206
284	907	18198
285	910	18190
286	913	18181
287	916	18173
288	919	18167
289	922	18160
290	925	18154
291	928	18149
292	931	18144
293	934	18138
294	938	18141
295	941	18134
296	944	18128
297	947	18121
298	950	18115
299	953	18108
300	956	18101
301	958	18093
302	961	18085
303	965	18086
304	968	18076
305	970	18066
306	973	18058
307	977	18071
308	981	18068
309	984	18064
310	987	18061
311	990	18060
312	993	18053
313	997	18056
314	1000	18048
315	1002	18041
316	1005	18034
317	1008	18027
318	1011	18020
319	1014	18007
320	1017	17997
321	1020	17989
322	1023	17992
323	1026	17989
324	1029	17981
325	1033	17981
326	1036	17976
327	1039	17968
328	1042	17962
329	1045	17959
330	1048	17951
331	1051	17945
332	1053	17935
333	1056	17929
334	1060	17925
335	1063	17931
336	1067	17935
337	1069	17923
338	1073	17918
339	1076	17918
340	1080	17924
341	1083	17920
342	1086	17914
343	1089	17909
344	1092	17906
345	1095	17901
346	1098	17899
347	1101	17891
348	1105	17894
349	1109	17904
350	1112	17900
351	1116	17908
352	1119	17901
353	1121	17891
354	1124	17884
355	1127	17874
356	1131	17881
357	1135	17896
358	1139	17898
359	1143	17910
360	1147	17917
361	1150	17924
362	1154	17926
363	1158	17936
364	1162	17953
365	1166	17957
366	1169	17952
367	1173	17954
368	1176	17948
369	1179	17943
370	1182	17937
371	1185	17931
372	1188	17924
373	1191	17930
374	1195	17930
375	1198	17925
376	1201	17915
377	1204	17907
378	1206	17898
379	1209	17893
380	1212	17885
381	1215	17876
382	1218	17870
383	1221	17859
384	1224	17854
385	1227	17851
386	1230	17845
387	1233	17840
388	1236	17840
389	1240	17841
390	1243	17835
391	1246	17828
392	1249	17824
393	1252	17818
394	1255	17818
395	1259	17820
396	1262	17813
397	1266	17824
398	1269	17821
399	1272	17817
400	1275	17810
401	1278	17809
402	1282	17807
403	1286	17823
404	1289	17819
405	1292	17815
406	1296	17812
407	1299	17815
408	1303	17813
409	1306	17815
410	1309	17808
411	1312	17801
412	1315	17794
413	1318	17790
414	1321	17788
415	1324	17783
416	1328	17784
417	1332	17794
418	1335	17792
419	1338	17785
420	1341	17780
421	1345	17785
422	1348	17779
423	1351	17773
424	1354	17768
425	1357	17763
426	1360	17762
427	1364	17758
428	1367	17758
429	1370	17754
430	1373	17748
431	1376	17744
432	1379	17739
433	1383	17738
434	1386	17736
435	1389	17734
436	1393	17733
437	1396	17729
438	1399	17725
439	1402	17718
440	1405	17716
441	1408	17709
442	1411	17706
443	1414	17699
444	1417	17696
445	1420	17689
446	1423	17685
447	1426	17683
448	1430	17682
449	1433	17679
450	1436	17676
451	1439	17671
452	1442	17663
453	1445	17658
454	1448	17654
455	1451	17648
456	1454	17643
457	1457	17639
458	1461	17640
459	1465	17646
460	1468	17641
461	1471	17637
462	1474	17632
463	1477	17630
464	1480	17628
465	1484	17623
466	1487	17625
467	1490	17621
468	1493	17615
469	1496	17610
470	1499	17605
471	1502	17602
472	1506	17597
473	1509	17603
474	1512	17597
475	1515	17591
476	1518	17584
477	1521	17576
478	1524	17572
479	1528	17577
480	1531	17574
481	1534	17567
482	1537	17563
483	1540	17558
484	1543	17553
485	1546	17548
486	1549	17543
487	1552	17537
488	1555	17533
489	1558	17525
490	1561	17519
491	1564	17515
492	1567	17511
493	1571	17513
494	1574	17508
495	1577	17504
496	1580	17499
497	1583	17494
498	1587	17496
499	1589	17487
500	1592	17480
501	1596	17482
502	1599	17475
503	1602	17470
504	1605	17466
505	1608	17466
506	1612	17466
507	1615	17460
508	1617	17452
509	1621	17452
510	1624	17449
511	1627	17448
512	1631	17452
513	1634	17447
514	1637	17440
515	1641	17440
516	1643	17435
517	1646	17429
518	1649	17423
519	1652	17418
520	1655	17414
521	1658	17408
522	1661	17400
523	1664	17390
524	1667	17386
525	1670	17379
526	1673	17375
527	1675	17368
528	1678	17361
529	1682	17359
530	1684	17353
531	1687	17349
532	1691	17347
533	1694	17347
534	1698	17349
535	1701	17345
536	1704	17342
537	1707	17337
538	1710	17332
539	1714	17331
540	1717	17325
541	1720	17322
542	1723	17317
543	1725	17310
544	1728	17304
545	1731	17299
546	1734	17293
547	1737	17286
548	1740	17280
549	1743	17276
550	1746	17270
551	1749	17270
552	1752	17263
553	1755	17260
554	1759	17263
555	1763	17263
556	1766	17263
557	1770	17263
558	1773	17258
559	1776	17254
560	1780	17259
561	1783	17256
562	1786	17253
563	1789	17250
564	1793	17248
565	1796	17245
566	1799	17243
567	1803	17244
568	1805	17237
569	1808	17233
570	1812	17235
571	1815	17230
572	1818	17225
573	1821	17219
574	1826	17230
575	1829	17227
576	1832	17221
577	1835	17216
578	1838	17211
579	1841	17207
580	1844	17207
581	1848	17205
582	1851	17201
583	1854	17197
584	1857	17196
585	1861	17195
586	1864	17191
587	1867	17189
588	1870	17185
589	1873	17181
590	1876	17175
591	1879	17169
592	1882	17164
593	1886	17165
594	1889	17163
595	1892	17160
596	1896	17160
597	1899	17156
598	1902	17152
599	1905	17146
600	1908	17145
601	1912	17146
602	1915	17141
603	1919	17149
604	1923	17154
605	1926	17150
606	1930	17149
607	1933	17146
608	1936	17144
609	1940	17142
610	1943	17140
611	1946	17135
612	1950	17138
613	1953	17133
614	1956	17129
615	1959	17123
616	1962	17120
617	1965	17116
618	1968	17112
619	1971	17107
620	1974	17104
621	1977	17097
622	1980	17090
623	1983	17084
624	1986	17083
625	1990	17085
626	1993	17083
627	1996	17081
628	2000	17077
629	2003	17078
630	2007	17080
631	2011	17085
632	2014	17082
633	2017	17077
634	2020	17074
635	2024	17073
636	2027	17070
637	2030	17065
638	2033	17061
639	2036	17056
640	2040	17057
641	2043	17052
642	2046	17046
643	2049	17043
644	2052	17040
645	2056	17041
646	2059	17036
647	2062	17032
648	2065	17029
649	2068	17028
650	2072	17025
651	2075	17020
652	2077	17014
653	2080	17009
654	2084	17006
655	2086	17000
656	2089	16995
657	2092	16991
658	2095	16987
659	2099	16983
660	2101	16976
661	2104	16969
662	2108	16970
663	2112	16972
664	2114	16966
665	2118	16968
666	2122	16966
667	2125	16962
668	2128	16959
669	2131	16956
670	2134	16953
671	2137	16950
672	2141	16947
673	2144	16945
674	2147	16942
675	2150	16936
676	2153	16932
677	2155	16919
678	2158	16913
679	2161	16909
680	2164	16904
681	2167	16898
682	2170	16892
683	2172	16888
684	2176	16889
685	2179	16885
686	2182	16881
687	2185	16876
688	2188	16872
689	2192	16870
690	2195	16866
691	2198	16862
692	2202	16864
693	2205	16860
694	2208	16854
695	2211	16849
696	2214	16848
697	2217	16844
698	2220	16840
699	2223	16836
700	2226	16832
701	2229	16827
702	2232	16823
703	2236	16825
704	2239	16820
705	2242	16816
706	2245	16812
707	2248	16808
708	2251	16805
709	2255	16804
710	2258	16802
711	2262	16803
712	2265	16799
713	2268	16796
714	2271	16791
715	2274	16786
716	2276	16777
717	2280	16778
718	2283	16775
719	2286	16771
720	2289	16765
721	2292	16761
722	2296	16758
723	2299	16753
724	2301	16748
725	2304	16743
726	2307	16738
727	2310	16735
728	2313	16729
729	2317	16727
730	2320	16726
731	2323	16723
732	2326	16719
733	2329	16713
734	2333	16713
735	2337	16714
736	2340	16712
737	2343	16709
738	2347	16710
739	2350	16705
740	2353	16702
741	2357	16703
742	2360	16699
743	2363	16694
744	2366	16689
745	2369	16688
746	2372	16682
747	2375	16677
748	2378	16674
749	2382	16674
750	2385	16670
751	2388	16667
752	2391	16663
753	2394	16662
754	2398	16661
755	2401	16660
756	2405	16663
757	2409	16660
758	2412	16655
759	2415	16651
760	2418	16648
761	2421	16646
762	2424	16643
763	2428	16640
764	2431	16640
765	2434	16634
766	2437	16632
767	2440	16628
768	2443	16624
769	2446	16619
770	2449	16614
771	2453	16612
772	2455	16605
773	2458	16601
774	2461	16597
775	2464	16593
776	2467	16588
777	2470	16583
778	2473	16578
779	2476	16576
780	2480	16573
781	2483	16569
782	2486	16569
783	2490	16566
784	2493	16562
785	2496	16557
786	2499	16555
787	2502	16551
788	2505	16548
789	2509	16548
790	2512	16544
791	2515	16540
792	2518	16536
793	2521	16534
794	2525	16534
795	2528	16532
796	2532	16530
797	2535	16527
798	2538	16526
799	2542	16527
800	2545	16521
801	2552	16546
802	2557	16550
803	2560	16550
804	2564	16548
805	2567	16543
806	2570	16539
807	2573	16539
808	2577	16536
809	2581	16539
810	2584	16536
811	2594	16576
812	2598	16578
813	2601	16576
814	2605	16572
815	2608	16569
816	2611	16565
817	2614	16563
818	2619	16568
819	2622	16565
820	2626	16571
821	2630	16568
822	2633	16568
823	2638	16576
824	2643	16580
825	2651	16611
826	2655	16608
827	2659	16609
828	2663	16611
829	2667	16612
830	2671	16618
831	2674	16614
832	2678	16613
833	2681	16611
834	2684	16607
835	2688	16604
836	2691	16599
837	2693	16594
838	2696	16590
839	2700	16585
840	2703	16581
841	2706	16576
842	2709	16572
843	2713	16574
844	2716	16569
845	2718	16564
846	2721	16559
847	2725	16556
848	2728	16553
849	2731	16550
850	2738	16572
851	2741	16566
852	2745	16563
853	2748	16559
854	2750	16553
855	2753	16548
856	2756	16542
857	2759	16539
858	2763	16541
859	2776	16595
860	2779	16590
861	2782	16586
862	2785	16582
863	2789	16581
864	2792	16578
865	2796	16578
866	2799	16576
867	2803	16576
868	2807	16576
869	2810	16574
870	2814	16570
871	2817	16568
872	2820	16567
873	2824	16567
874	2827	16563
875	2831	16560
876	2835	16561
877	2838	16560
878	2842	16559
879	2846	16560
880	2849	16556
881	2853	16555
882	2856	16551
883	2858	16544
884	2861	16540
885	2864	16535
886	2868	16535
887	2871	16530
888	2874	16526
889	2877	16522
890	2880	16519
891	2884	16515
892	2887	16511
893	2890	16507
894	2893	16502
895	2896	16498
896	2899	16496
897	2913	16552
898	2917	16551
899	2920	16547
900	2923	16547
901	2927	16544
902	2930	16539
903	2933	16534
904	2937	16535
905	2940	16530
906	2943	16527
907	2946	16522
908	2949	16518
909	2952	16513
910	2955	16509
911	2958	16505
912	2961	16500
913	2964	16498
914	2967	16493
915	2970	16488
916	2973	16484
917	2977	16485
918	2980	16481
919	2984	16477
920	2987	16477
921	2990	16471
922	2993	16467
923	2997	16467
924	3001	16466
925	3004	16461
926	3007	16455
927	3010	16453
928	3013	16450
929	3017	16447
930	3020	16446
931	3023	16443
932	3026	16438
933	3029	16434
934	3033	16430
935	3036	16426
936	3038	16420
937	3042	16420
938	3045	16414
939	3048	16411
940	3052	16409
941	3055	16404
942	3057	16398
943	3060	16393
944	3073	16442
945	3077	16440
946	3080	16438
947	3083	16433
948	3086	16429
949	3089	16424
950	3092	16419
951	3096	16416
952	3098	16411
953	3101	16406
954	3105	16405
955	3109	16404
956	3112	16400
957	3115	16395
958	3118	16391
959	3121	16386
960	3125	16386
961	3128	16383
962	3139	16423
963	3143	16421
964	3146	16418
965	3150	16415
966	3152	16410
967	3155	16405
968	3159	16402
969	3165	16413
970	3168	16409
971	3171	16405
972	3174	16400
973	3177	16396
974	3181	16394
975	3184	16392
976	3187	16386
977	3190	16381
978	3193	16378
979	3196	16374
980	3199	16369
981	3203	16368
982	3206	16364
983	3209	16363
984	3213	16359
985	3216	16356
986	3221	16360
987	3232	16398
988	3235	16393
989	3238	16391
990	3241	16385
991	3244	16381
992	3247	16376
993	3250	16371
994	3253	16367
995	3256	16362
996	3259	16357
997	3263	16354
998	3266	16350
999	3269	16349
1000	3273	16346
1001	3276	16341
1002	3279	16337
1003	3284	16342
1004	3289	16347
1005	3302	16393
1006	3305	16388
1007	3308	16383
1008	3311	16378
1009	3314	16377
1010	3318	16373
1011	3321	16371
1012	3324	16367
1013	3328	16364
1014	3331	16360
1015	3334	16355
1016	3337	16352
1017	3340	16347
1018	3343	16343
1019	3347	16343
1020	3350	16338
1021	3353	16333
1022	3356	16328
1023	3359	16327
1024	3363	16323
1025	3366	16318
1026	3368	16313
1027	3372	16310
1028	3375	16306
1029	3378	16303
1030	3382	16303
1031	3386	16300
1032	3389	16296
1033	3392	16292
1034	3395	16288
1035	3398	16284
1036	3401	16279
1037	3404	16276
1038	3408	16272
1039	3411	16269
1040	3414	16264
1041	3417	16259
1042	3420	16254
1043	3423	16251
1044	3426	16247
1045	3429	16242
1046	3432	16238
1047	3436	16236
1048	3439	16231
1049	3442	16229
1050	3446	16228
1051	3451	16233
1052	3454	16230
1053	3457	16226
1054	3460	16221
1055	3464	16217
1056	3467	16214
1057	3470	16211
1058	3478	16229
1059	3481	16224
1060	3484	16218
1061	3487	16214
1062	3490	16209
1063	3493	16208
1064	3496	16203
1065	3506	16230
1066	3509	16226
1067	3513	16225
1068	3516	16222
1069	3520	16220
1070	3523	16216
1071	3526	16213
1072	3533	16224
1073	3536	16219
1074	3539	16216
1075	3543	16214
1076	3546	16212
1077	3550	16210
1078	3554	16209
1079	3557	16206
1080	3560	16203
1081	3563	16198
1082	3566	16194
1083	3569	16188
1084	3572	16183
1085	3575	16180
1086	3578	16175
1087	3581	16171
1088	3585	16167
1089	3588	16165
1090	3597	16185
1091	3604	16200
1092	3607	16197
1093	3611	16195
1094	3614	16190
1095	3617	16186
1096	3620	16183
1097	3623	16178
1098	3627	16175
1099	3630	16171
1100	3634	16170
1101	3637	16166
1102	3640	16163
1103	3644	16160
1104	3648	16160
1105	3651	16158
1106	3654	16154
1107	3657	16148
1108	3660	16144
1109	3663	16139
1110	3666	16134
1111	3669	16130
1112	3672	16126
1113	3676	16123
1114	3679	16121
1115	3682	16117
1116	3686	16117
1117	3689	16112
1118	3692	16108
1119	3696	16105
1120	3699	16101
1121	3702	16095
1122	3705	16091
1123	3708	16089
1124	3711	16084
1125	3715	16084
1126	3718	16079
1127	3722	16078
1128	3725	16074
1129	3728	16069
1130	3731	16064
1131	3734	16060
1132	3738	16058
1133	3741	16054
1134	3744	16049
1135	3747	16047
1136	3751	16043
1137	3754	16039
1138	3757	16037
1139	3760	16032
1140	3764	16032
1141	3768	16031
1142	3771	16027
1143	3774	16022
1144	3778	16020
1145	3781	16016
1146	3784	16013
1147	3788	16010
1148	3791	16007
1149	3795	16005
1150	3798	16002
1151	3801	15999
1152	3805	15995
1153	3808	15994
1154	3812	15991
1155	3815	15987
1156	3818	15982
1157	3822	15981
1158	3825	15978
1159	3828	15973
1160	3831	15969
1161	3834	15965
1162	3837	15961
1163	3840	15956
1164	3843	15952
1165	3847	15949
1166	3850	15945
1167	3853	15942
1168	3856	15939
1169	3860	15935
1170	3863	15931
1171	3866	15927
1172	3869	15923
1173	3873	15921
1174	3876	15916
1175	3879	15911
1176	3882	15907
1177	3885	15904
1178	3888	15900
1179	3891	15895
1180	3894	15893
1181	3897	15888
1182	3900	15883
1183	3903	15878
1184	3906	15874
1185	3910	15872
1186	3913	15867
1187	3916	15863
1188	3919	15858
1189	3922	15854
1190	3925	15848
1191	3928	15844
1192	3931	15839
1193	3934	15838
1194	3938	15834
1195	3940	15829
1196	3943	15824
1197	3946	15819
1198	3950	15816
1199	3953	15814
1200	3957	15812
1201	3960	15809
1202	3963	15804
1203	3966	15801
1204	4002	15927
1205	4006	15927
1206	4014	15941
1207	4018	15941
1208	4021	15937
1209	4025	15935
1210	4029	15935
1211	4032	15930
1212	4035	15926
1213	4038	15921
1214	4041	15917
1215	4045	15916
1216	4049	15913
1217	4052	15910
1218	4055	15905
1219	4058	15900
1220	4061	15896
1221	4065	15895
1222	4068	15890
1223	4071	15885
1224	4074	15880
1225	4077	15876
1226	4090	15911
1227	4093	15907
1228	4097	15905
1229	4101	15904
1230	4104	15899
1231	4107	15895
1232	4110	15891
1233	4113	15886
1234	4116	15882
1235	4119	15878
1236	4122	15874
1237	4126	15871
1238	4129	15866
1239	4132	15862
1240	4135	15858
1241	4138	15852
1242	4141	15848
1243	4143	15842
1244	4147	15841
1245	4150	15836
1246	4153	15831
1247	4156	15828
1248	4159	15823
1249	4162	15818
1250	4165	15814
1251	4169	15812
1252	4172	15807
1253	4186	15843
1254	4189	15840
1255	4192	15836
1256	4196	15834
1257	4199	15831
1258	4202	15826
1259	4206	15825
1260	4209	15820
1261	4212	15816
1262	4215	15811
1263	4219	15809
1264	4222	15803
1265	4225	15798
1266	4228	15795
1267	4231	15790
1268	4234	15785
1269	4237	15780
1270	4240	15775
1271	4243	15771
1272	4246	15766
1273	4249	15762
1274	4252	15758
1275	4255	15753
1276	4258	15751
1277	4262	15748
1278	4265	15745
1279	4268	15741
1280	4272	15738
1281	4275	15735
1282	4279	15734
1283	4282	15730
1284	4285	15726
1285	4288	15721
1286	4292	15717
1287	4295	15712
1288	4298	15709
1289	4301	15705
1290	4304	15701
1291	4308	15698
1292	4311	15695
1293	4314	15691
1294	4317	15687
1295	4321	15685
1296	4326	15689
1297	4332	15693
1298	4335	15690
1299	4338	15685
1300	4341	15681
1301	4344	15677
1302	4347	15673
1303	4350	15668
1304	4354	15664
1305	4357	15662
1306	4360	15658
1307	4364	15654
1308	4367	15650
1309	4369	15644
1310	4372	15639
1311	4375	15635
1312	4378	15630
1313	4382	15627
1314	4386	15627
1315	4389	15625
1316	4393	15621
1317	4396	15617
1318	4399	15613
1319	4402	15608
1320	4405	15604
1321	4409	15604
1322	4413	15600
1323	4416	15596
1324	4421	15600
1325	4424	15596
1326	4428	15594
1327	4432	15592
1328	4435	15588
1329	4438	15584
1330	4441	15579
1331	4444	15575
1332	4447	15572
1333	4451	15569
1334	4454	15565
1335	4457	15561
1336	4460	15557
1337	4464	15554
1338	4467	15549
1339	4470	15545
1340	4473	15542
1341	4477	15539
1342	4480	15535
1343	4493	15566
1344	4496	15562
1345	4499	15558
1346	4502	15553
1347	4505	15549
1348	4508	15545
1349	4511	15540
1350	4514	15535
1351	4517	15531
1352	4521	15529
1353	4525	15527
1354	4528	15523
1355	4531	15520
1356	4535	15517
1357	4538	15513
1358	4542	15511
1359	4545	15506
1360	4548	15502
1361	4551	15498
1362	4554	15495
1363	4557	15490
1364	4560	15485
1365	4563	15480
1366	4567	15478
1367	4570	15474
1368	4572	15469
1369	4575	15464
1370	4579	15461
1371	4582	15457
1372	4585	15453
1373	4589	15451
1374	4592	15447
1375	4595	15444
1376	4599	15441
1377	4602	15436
1378	4605	15432
1379	4608	15428
1380	4612	15427
1381	4615	15422
1382	4618	15418
1383	4621	15413
1384	4624	15410
1385	4627	15406
1386	4631	15402
1387	4634	15398
1388	4637	15394
1389	4640	15391
1390	4644	15390
1391	4648	15389
1392	4651	15384
1393	4654	15379
1394	4657	15376
1395	4660	15371
1396	4663	15367
1397	4667	15363
1398	4670	15359
1399	4673	15355
1400	4676	15350
1401	4679	15345
1402	4682	15342
1403	4686	15340
1404	4689	15338
1405	4692	15333
1406	4696	15330
1407	4699	15327
1408	4703	15324
1409	4706	15320
1410	4709	15316
1411	4712	15312
1412	4715	15308
1413	4719	15305
1414	4731	15329
1415	4734	15326
1416	4737	15323
1417	4741	15319
1418	4744	15316
1419	4747	15311
1420	4750	15307
1421	4754	15307
1422	4758	15306
1423	4762	15302
1424	4765	15298
1425	4768	15296
1426	4771	15291
1427	4775	15288
1428	4778	15285
1429	4781	15282
1430	4785	15278
1431	4788	15274
1432	4791	15270
1433	4795	15270
1434	4800	15270
1435	4804	15269
1436	4807	15265
1437	4810	15262
1438	4813	15257
1439	4817	15254
1440	4820	15250
1441	4823	15246
1442	4826	15242
1443	4829	15238
1444	4833	15235
1445	4836	15230
1446	4838	15225
1447	4841	15220
1448	4844	15216
1449	4848	15214
1450	4851	15209
1451	4854	15205
1452	4857	15201
1453	4861	15199
1454	4864	15195
1455	4867	15191
1456	4870	15187
1457	4874	15184
1458	4877	15180
1459	4880	15175
1460	4883	15171
1461	4886	15167
1462	4890	15165
1463	4893	15162
1464	4896	15158
1465	4899	15152
1466	4902	15148
1467	4905	15144
1468	4909	15142
1469	4912	15137
1470	4915	15133
1471	4918	15130
1472	4922	15129
1473	4926	15126
1474	4929	15121
1475	4932	15117
1476	4935	15112
1477	4937	15106
1478	4940	15102
1479	4943	15099
1480	4947	15095
1481	4950	15091
1482	4953	15086
1483	4956	15082
1484	4959	15077
1485	4962	15073
1486	4965	15069
1487	4968	15065
1488	4971	15062
1489	4974	15057
1490	4977	15052
1491	4980	15047
1492	4985	15051
1493	4990	15052
1494	4994	15050
1495	4998	15048
1496	5001	15045
1497	5004	15041
1498	5007	15037
1499	5010	15032
1500	5013	15027
1501	5016	15023
1502	5019	15019
1503	5022	15014
1504	5025	15009
1505	5028	15005
1506	5031	15001
1507	5034	14996
1508	5037	14991
1509	5040	14986
1510	5042	14982
1511	5046	14978
1512	5049	14974
1513	5052	14971
1514	5055	14966
1515	5059	14964
1516	5062	14959
1517	5065	14957
1518	5069	14954
1519	5072	14951
1520	5075	14947
1521	5083	14955
1522	5086	14951
1523	5089	14946
1524	5092	14944
1525	5096	14942
1526	5100	14939
1527	5103	14935
1528	5105	14930
1529	5108	14925
1530	5111	14921
1531	5114	14916
1532	5117	14912
1533	5121	14910
1534	5124	14906
1535	5127	14901
1536	5130	14897
1537	5133	14893
1538	5137	14891
1539	5140	14886
1540	5143	14882
1541	5146	14877
1542	5149	14873
1543	5152	14870
1544	5155	14866
1545	5158	14862
1546	5161	14857
1547	5164	14853
1548	5168	14851
1549	5171	14846
1550	5174	14843
1551	5177	14838
1552	5181	14836
1553	5184	14832
1554	5187	14827
1555	5190	14824
1556	5193	14819
1557	5196	14814
1558	5199	14812
1559	5203	14810
1560	5206	14806
1561	5209	14801
1562	5212	14797
1563	5215	14794
1564	5218	14789
1565	5222	14786
1566	5225	14783
1567	5228	14779
1568	5231	14775
1569	5235	14771
1570	5238	14767
1571	5241	14763
1572	5244	14758
1573	5247	14754
1574	5250	14750
1575	5253	14746
1576	5256	14742
1577	5259	14738
1578	5262	14734
1579	5265	14730
1580	5268	14725
1581	5271	14721
1582	5274	14717
1583	5277	14712
1584	5280	14708
1585	5283	14704
1586	5286	14700
1587	5289	14697
1588	5293	14693
1589	5298	14694
1590	5301	14691
1591	5305	14689
1592	5308	14685
1593	5312	14685
1594	5316	14681
1595	5319	14677
1596	5322	14673
1597	5325	14669
1598	5328	14665
1599	5332	14663
1600	5334	14658
1601	5337	14653
1602	5340	14649
1603	5344	14647
1604	5348	14645
1605	5351	14641
1606	5355	14638
1607	5358	14634
1608	5361	14631
1609	5365	14628
1610	5369	14627
1611	5372	14623
1612	5375	14619
1613	5378	14614
1614	5380	14610
1615	5384	14606
1616	5387	14602
1617	5390	14599
1618	5398	14608
1619	5401	14604
1620	5404	14600
1621	5408	14597
1622	5411	14593
1623	5414	14589
1624	5417	14585
1625	5420	14582
1626	5423	14576
1627	5426	14572
1628	5429	14568
1629	5433	14566
1630	5436	14563
1631	5440	14561
1632	5443	14557
1633	5446	14553
1634	5449	14549
1635	5454	14549
1636	5459	14551
1637	5462	14547
1638	5465	14543
1639	5469	14539
1640	5472	14536
1641	5476	14533
1642	5479	14530
1643	5483	14529
1644	5486	14525
1645	5490	14522
1646	5493	14520
1647	5496	14515
1648	5499	14511
1649	5502	14507
1650	5505	14503
1651	5508	14498
1652	5511	14493
1653	5514	14489
1654	5517	14484
1655	5520	14481
1656	5523	14477
1657	5526	14472
1658	5529	14469
1659	5532	14465
1660	5536	14462
1661	5539	14459
1662	5542	14455
1663	5545	14451
1664	5549	14449
1665	5552	14444
1666	5555	14440
1667	5558	14436
1668	5561	14432
1669	5564	14427
1670	5567	14423
1671	5570	14419
1672	5573	14415
1673	5576	14411
1674	5579	14407
1675	5582	14402
1676	5585	14398
1677	5588	14395
1678	5602	14417
1679	5605	14413
1680	5608	14409
1681	5611	14406
1682	5615	14404
1683	5618	14400
1684	5621	14396
1685	5624	14392
1686	5627	14388
1687	5631	14385
1688	5634	14380
1689	5637	14377
1690	5640	14373
1691	5643	14369
1692	5646	14364
1693	5649	14359
1694	5652	14355
1695	5655	14351
1696	5658	14347
1697	5661	14343
