iter	Passed	Remaining
1698	5664	14340
1699	5667	14336
1700	5670	14332
1701	5674	14329
1702	5677	14325
1703	5680	14321
1704	5684	14319
1705	5687	14315
1706	5691	14313
1707	5694	14308
1708	5697	14305
1709	5701	14303
1710	5704	14300
1711	5707	14296
1712	5711	14292
1713	5714	14289
1714	5717	14285
1715	5721	14282
1716	5724	14280
1717	5727	14276
1718	5731	14273
1719	5734	14269
1720	5737	14266
1721	5741	14263
1722	5744	14259
1723	5748	14256
1724	5751	14253
1725	5754	14249
1726	5757	14245
1727	5760	14240
1728	5763	14237
1729	5766	14233
1730	5769	14229
1731	5772	14225
1732	5776	14221
1733	5779	14218
1734	5782	14214
1735	5785	14211
1736	5788	14206
1737	5792	14204
1738	5796	14201
1739	5799	14197
1740	5802	14195
1741	5806	14191
1742	5809	14189
1743	5812	14185
1744	5816	14182
1745	5820	14180
1746	5823	14178
1747	5827	14174
1748	5830	14171
1749	5833	14167
1750	5836	14163
1751	5840	14160
1752	5843	14156
1753	5846	14153
1754	5849	14149
1755	5852	14145
1756	5857	14145
1757	5860	14140
1758	5863	14136
1759	5866	14132
1760	5869	14128
1761	5872	14124
1762	5875	14120
1763	5888	14141
1764	5892	14137
1765	5895	14133
1766	5898	14129
1767	5901	14125
1768	5904	14123
1769	5908	14119
1770	5911	14115
1771	5914	14111
1772	5917	14107
1773	5920	14104
1774	5924	14100
1775	5926	14096
1776	5929	14092
1777	5933	14088
1778	5936	14084
1779	5939	14081
1780	5942	14078
1781	5945	14073
1782	5949	14070
1783	5952	14066
1784	5955	14062
1785	5958	14058
1786	5961	14054
1787	5964	14050
1788	5967	14046
1789	5971	14044
1790	5974	14041
1791	5977	14037
1792	5981	14035
1793	5985	14032
1794	5987	14027
1795	5991	14024
1796	5995	14023
1797	5998	14019
1798	6001	14015
1799	6005	14012
1800	6009	14010
1801	6012	14006
1802	6015	14002
1803	6020	14002
1804	6023	13999
1805	6027	13996
1806	6030	13993
1807	6034	13991
1808	6038	13989
1809	6041	13985
1810	6044	13980
1811	6047	13976
1812	6050	13974
1813	6053	13970
1814	6057	13968
1815	6060	13964
1816	6064	13962
1817	6068	13958
1818	6071	13954
1819	6074	13950
1820	6076	13945
1821	6079	13941
1822	6082	13937
1823	6086	13933
1824	6088	13929
1825	6091	13925
1826	6094	13921
1827	6098	13917
1828	6101	13913
1829	6104	13910
1830	6107	13907
1831	6110	13902
1832	6114	13900
1833	6117	13896
1834	6120	13892
1835	6123	13888
1836	6126	13884
1837	6129	13880
1838	6133	13878
1839	6136	13874
1840	6140	13870
1841	6143	13867
1842	6146	13862
1843	6149	13858
1844	6152	13855
1845	6155	13851
1846	6158	13847
1847	6161	13843
1848	6165	13840
1849	6168	13838
1850	6172	13834
1851	6175	13831
1852	6178	13828
1853	6182	13824
1854	6185	13822
1855	6188	13818
1856	6192	13816
1857	6196	13813
1858	6199	13809
1859	6202	13806
1860	6206	13803
1861	6209	13799
1862	6212	13796
1863	6216	13793
1864	6220	13792
1865	6223	13788
1866	6227	13784
1867	6230	13781
1868	6233	13777
1869	6236	13773
1870	6239	13769
1871	6242	13766
1872	6245	13761
1873	6248	13757
1874	6251	13753
1875	6254	13750
1876	6257	13745
1877	6260	13741
1878	6263	13737
1879	6267	13734
1880	6270	13730
1881	6273	13726
1882	6276	13722
1883	6279	13718
1884	6282	13715
1885	6286	13713
1886	6289	13709
1887	6293	13706
1888	6296	13703
1889	6299	13699
1890	6303	13696
1891	6307	13694
1892	6310	13690
1893	6313	13687
1894	6316	13684
1895	6319	13679
1896	6323	13675
1897	6326	13673
1898	6329	13669
1899	6332	13665
1900	6336	13663
1901	6339	13659
1902	6343	13657
1903	6346	13653
1904	6349	13649
1905	6352	13645
1906	6356	13642
1907	6359	13638
1908	6362	13635
1909	6365	13631
1910	6369	13628
1911	6372	13624
1912	6375	13621
1913	6379	13617
1914	6381	13613
1915	6385	13610
1916	6388	13606
1917	6391	13602
1918	6394	13599
1919	6398	13596
1920	6401	13591
1921	6403	13587
1922	6406	13583
1923	6410	13581
1924	6413	13577
1925	6416	13573
1926	6419	13569
1927	6423	13566
1928	6426	13561
1929	6429	13557
1930	6432	13554
1931	6435	13550
1932	6438	13546
1933	6441	13542
1934	6444	13538
1935	6447	13534
1936	6450	13530
1937	6453	13526
1938	6456	13522
1939	6459	13518
1940	6462	13515
1941	6466	13512
1942	6469	13508
1943	6472	13504
1944	6475	13500
1945	6478	13496
1946	6481	13492
1947	6484	13488
1948	6487	13484
1949	6491	13481
1950	6494	13479
1951	6497	13475
1952	6500	13470
1953	6504	13467
1954	6507	13463
1955	6510	13459
1956	6513	13455
1957	6516	13451
1958	6519	13447
1959	6522	13443
1960	6524	13439
1961	6538	13456
1962	6541	13452
1963	6544	13448
1964	6547	13444
1965	6550	13440
1966	6554	13438
1967	6557	13435
1968	6560	13431
1969	6564	13427
1970	6567	13425
1971	6570	13421
1972	6573	13417
1973	6576	13413
1974	6579	13409
1975	6583	13406
1976	6586	13403
1977	6589	13399
1978	6592	13395
1979	6596	13393
1980	6599	13388
1981	6603	13386
1982	6606	13383
1983	6609	13379
1984	6612	13375
1985	6616	13372
1986	6619	13368
1987	6622	13365
1988	6625	13361
1989	6628	13357
1990	6631	13353
1991	6634	13349
1992	6638	13345
1993	6641	13342
1994	6644	13338
1995	6647	13334
1996	6650	13330
1997	6653	13326
1998	6656	13322
1999	6658	13317
2000	6661	13313
2001	6665	13310
2002	6668	13307
2003	6672	13305
2004	6676	13303
2005	6680	13300
2006	6683	13297
2007	6686	13293
2008	6689	13289
2009	6693	13286
2010	6696	13282
2011	6699	13278
2012	6702	13274
2013	6705	13270
2014	6708	13266
2015	6711	13263
2016	6714	13258
2017	6717	13255
2018	6720	13250
2019	6723	13247
2020	6726	13243
2021	6729	13239
2022	6733	13237
2023	6737	13235
2024	6740	13231
2025	6744	13229
2026	6747	13225
2027	6750	13221
2028	6753	13218
2029	6756	13213
2030	6759	13210
2031	6762	13206
2032	6766	13202
2033	6768	13198
2034	6771	13194
2035	6774	13190
2036	6778	13186
2037	6781	13184
2038	6785	13180
2039	6788	13176
2040	6791	13173
2041	6794	13169
2042	6797	13166
2043	6801	13162
2044	6804	13159
2045	6808	13157
2046	6811	13153
2047	6814	13150
2048	6818	13146
2049	6821	13143
2050	6824	13140
2051	6828	13137
2052	6831	13134
2053	6835	13130
2054	6837	13126
2055	6840	13122
2056	6843	13118
2057	6847	13115
2058	6850	13112
2059	6853	13108
2060	6857	13105
2061	6860	13102
2062	6864	13099
2063	6868	13098
2064	6871	13094
2065	6874	13090
2066	6878	13087
2067	6881	13083
2068	6884	13080
2069	6887	13076
2070	6891	13073
2071	6894	13070
2072	6897	13066
2073	6900	13063
2074	6904	13059
2075	6907	13056
2076	6910	13053
2077	6914	13049
2078	6917	13046
2079	6920	13042
2080	6923	13039
2081	6927	13035
2082	6931	13033
2083	6935	13031
2084	6938	13029
2085	6942	13025
2086	6945	13021
2087	6949	13020
2088	6952	13017
2089	6956	13013
2090	6959	13010
2091	6962	13006
2092	6966	13004
2093	6969	13000
2094	6972	12997
2095	6976	12993
2096	6979	12991
2097	6983	12987
2098	6986	12984
2099	6989	12980
2100	6992	12976
2101	6995	12973
2102	6998	12969
2103	7001	12964
2104	7004	12960
2105	7008	12958
2106	7011	12954
2107	7015	12952
2108	7018	12948
2109	7021	12944
2110	7024	12940
2111	7028	12938
2112	7031	12934
2113	7035	12932
2114	7038	12928
2115	7041	12924
2116	7045	12922
2117	7048	12918
2118	7051	12915
2119	7055	12912
2120	7058	12909
2121	7062	12906
2122	7065	12903
2123	7069	12900
2124	7072	12896
2125	7075	12893
2126	7078	12889
2127	7082	12886
2128	7085	12882
2129	7088	12878
2130	7091	12874
2131	7094	12870
2132	7097	12866
2133	7100	12862
2134	7103	12858
2135	7106	12854
2136	7109	12851
2137	7112	12847
2138	7115	12843
2139	7118	12840
2140	7122	12837
2141	7124	12832
2142	7128	12829
2143	7131	12826
2144	7135	12823
2145	7138	12819
2146	7141	12815
2147	7144	12812
2148	7147	12808
2149	7150	12805
2150	7153	12801
2151	7157	12797
2152	7159	12793
2153	7163	12790
2154	7166	12785
2155	7169	12783
2156	7173	12779
2157	7175	12775
2158	7179	12772
2159	7182	12768
2160	7185	12765
2161	7189	12762
2162	7192	12758
2163	7195	12754
2164	7198	12750
2165	7201	12746
2166	7204	12743
2167	7207	12739
2168	7210	12736
2169	7213	12732
2170	7216	12728
2171	7220	12725
2172	7223	12721
2173	7226	12717
2174	7229	12714
2175	7232	12710
2176	7235	12706
2177	7239	12704
2178	7242	12700
2179	7245	12696
2180	7248	12692
2181	7251	12688
2182	7254	12684
2183	7257	12680
2184	7260	12677
2185	7263	12673
2186	7267	12670
2187	7270	12666
2188	7273	12662
2189	7276	12659
2190	7279	12655
2191	7282	12651
2192	7286	12648
2193	7289	12644
2194	7292	12640
2195	7295	12638
2196	7298	12634
2197	7301	12630
2198	7305	12626
2199	7308	12623
2200	7311	12619
2201	7314	12616
2202	7318	12613
2203	7322	12612
2204	7326	12608
2205	7329	12605
2206	7332	12601
2207	7335	12598
2208	7339	12595
2209	7342	12592
2210	7345	12588
2211	7348	12584
2212	7352	12581
2213	7355	12577
2214	7358	12574
2215	7362	12571
2216	7365	12568
2217	7368	12564
2218	7372	12561
2219	7375	12557
2220	7378	12554
2221	7381	12549
2222	7384	12545
2223	7387	12542
2224	7390	12538
2225	7393	12535
2226	7397	12532
2227	7400	12529
2228	7403	12525
2229	7407	12523
2230	7410	12519
2231	7413	12516
2232	7416	12512
2233	7419	12508
2234	7423	12504
2235	7426	12500
2236	7429	12497
2237	7432	12494
2238	7435	12489
2239	7438	12486
2240	7441	12482
2241	7444	12478
2242	7447	12474
2243	7450	12470
2244	7454	12468
2245	7458	12465
2246	7461	12461
2247	7464	12458
2248	7467	12454
2249	7470	12450
2250	7473	12446
2251	7477	12444
2252	7480	12440
2253	7483	12437
2254	7486	12433
2255	7489	12429
2256	7492	12425
2257	7495	12421
2258	7498	12418
2259	7501	12414
2260	7505	12411
2261	7508	12407
2262	7511	12403
2263	7514	12399
2264	7517	12397
2265	7520	12393
2266	7524	12389
2267	7527	12386
2268	7531	12383
2269	7534	12380
2270	7537	12376
2271	7541	12373
2272	7544	12370
2273	7547	12366
2274	7550	12362
2275	7553	12358
2276	7556	12354
2277	7559	12351
2278	7562	12347
2279	7565	12343
2280	7568	12340
2281	7571	12336
2282	7574	12332
2283	7578	12329
2284	7581	12325
2285	7584	12321
2286	7587	12318
2287	7590	12314
2288	7594	12312
2289	7598	12310
2290	7601	12306
2291	7604	12303
2292	7607	12299
2293	7610	12295
2294	7614	12292
2295	7617	12288
2296	7620	12285
2297	7623	12281
2298	7626	12277
2299	7630	12274
2300	7633	12271
2301	7636	12267
2302	7639	12263
2303	7642	12260
2304	7645	12256
2305	7648	12252
2306	7651	12248
2307	7654	12245
2308	7657	12241
2309	7660	12237
2310	7663	12233
2311	7666	12229
2312	7669	12225
2313	7672	12221
2314	7675	12217
2315	7678	12213
2316	7681	12210
2317	7684	12206
2318	7688	12203
2319	7691	12200
2320	7695	12197
2321	7698	12194
2322	7701	12190
2323	7704	12187
2324	7707	12183
2325	7710	12179
2326	7713	12175
2327	7727	12188
2328	7731	12186
2329	7734	12182
2330	7737	12178
2331	7740	12174
2332	7743	12171
2333	7746	12167
2334	7749	12163
2335	7752	12159
2336	7756	12157
2337	7759	12153
2338	7762	12150
2339	7766	12147
2340	7769	12143
2341	7772	12140
2342	7776	12137
2343	7779	12133
2344	7782	12130
2345	7786	12127
2346	7789	12124
2347	7792	12120
2348	7795	12116
2349	7799	12113
2350	7802	12110
2351	7806	12107
2352	7809	12103
2353	7812	12099
2354	7814	12095
2355	7817	12092
2356	7820	12087
2357	7824	12084
2358	7827	12080
2359	7830	12078
2360	7834	12075
2361	7837	12071
2362	7841	12069
2363	7844	12065
2364	7847	12062
2365	7850	12058
2366	7854	12055
2367	7857	12051
2368	7860	12047
2369	7863	12043
2370	7866	12039
2371	7869	12036
2372	7872	12032
2373	7875	12028
2374	7878	12025
2375	7881	12020
2376	7884	12017
2377	7887	12013
2378	7890	12009
2379	7893	12005
2380	7896	12002
2381	7899	11998
2382	7903	11995
2383	7906	11992
2384	7909	11989
2385	7913	11986
2386	7917	11983
2387	7920	11979
2388	7924	11977
2389	7927	11973
2390	7930	11970
2391	7933	11966
2392	7936	11962
2393	7940	11959
2394	7943	11956
2395	7945	11952
2396	7949	11948
2397	7952	11945
2398	7956	11943
2399	7959	11939
2400	7962	11935
2401	7965	11932
2402	7968	11928
2403	7972	11926
2404	7977	11924
2405	7980	11921
2406	7984	11918
2407	7987	11915
2408	7990	11911
2409	7993	11907
2410	7997	11905
2411	8001	11902
2412	8004	11898
2413	8007	11894
2414	8010	11890
2415	8013	11887
2416	8017	11885
2417	8021	11882
2418	8024	11879
2419	8027	11876
2420	8031	11872
2421	8034	11868
2422	8037	11865
2423	8040	11861
2424	8043	11858
2425	8047	11855
2426	8050	11851
2427	8053	11847
2428	8057	11845
2429	8060	11841
2430	8063	11838
2431	8067	11836
2432	8071	11833
2433	8074	11830
2434	8077	11826
2435	8080	11822
2436	8084	11819
2437	8086	11815
2438	8090	11811
2439	8093	11808
2440	8096	11804
2441	8099	11801
2442	8103	11798
2443	8106	11795
2444	8110	11792
2445	8113	11789
2446	8116	11785
2447	8119	11781
2448	8123	11778
2449	8126	11774
2450	8129	11771
2451	8132	11768
2452	8137	11766
2453	8140	11762
2454	8143	11758
2455	8146	11755
2456	8149	11751
2457	8152	11748
2458	8156	11744
2459	8159	11741
2460	8162	11737
2461	8165	11734
2462	8169	11731
2463	8172	11728
2464	8176	11725
2465	8179	11721
2466	8182	11718
2467	8185	11714
2468	8188	11711
2469	8191	11707
2470	8195	11703
2471	8198	11700
2472	8202	11697
2473	8205	11695
2474	8209	11692
2475	8212	11688
2476	8215	11684
2477	8218	11680
2478	8222	11678
2479	8225	11675
2480	8229	11672
2481	8233	11670
2482	8246	11681
2483	8249	11677
2484	8252	11673
2485	8256	11670
2486	8258	11666
2487	8261	11662
2488	8265	11658
2489	8268	11656
2490	8271	11652
2491	8275	11649
2492	8278	11645
2493	8281	11641
2494	8284	11638
2495	8287	11634
2496	8302	11647
2497	8305	11643
2498	8308	11639
2499	8311	11636
2500	8315	11634
2501	8318	11630
2502	8321	11626
2503	8324	11622
2504	8328	11620
2505	8331	11616
2506	8335	11614
2507	8338	11610
2508	8341	11606
2509	8344	11602
2510	8347	11598
2511	8350	11595
2512	8354	11591
2513	8357	11588
2514	8360	11584
2515	8363	11581
2516	8366	11577
2517	8370	11574
2518	8373	11571
2519	8376	11567
2520	8379	11563
2521	8382	11560
2522	8386	11556
2523	8389	11553
2524	8392	11549
2525	8395	11546
2526	8399	11543
2527	8402	11539
2528	8405	11535
2529	8408	11532
2530	8411	11528
2531	8414	11524
2532	8417	11521
2533	8420	11517
2534	8423	11513
2535	8426	11510
2536	8429	11506
2537	8442	11516
2538	8445	11512
2539	8448	11508
2540	8451	11505
2541	8455	11502
2542	8458	11498
2543	8461	11495
2544	8464	11491
2545	8468	11488
2546	8471	11485
2547	8474	11481
2548	8478	11478
2549	8481	11475
2550	8484	11471
2551	8487	11467
2552	8490	11464
2553	8494	11460
2554	8497	11457
2555	8501	11455
2556	8504	11451
2557	8508	11448
2558	8510	11444
2559	8514	11441
2560	8517	11437
2561	8521	11434
2562	8524	11431
2563	8527	11427
2564	8530	11423
2565	8534	11420
2566	8537	11417
2567	8540	11414
2568	8544	11410
2569	8546	11407
2570	8550	11403
2571	8553	11400
2572	8556	11396
2573	8560	11394
2574	8563	11390
2575	8566	11386
2576	8569	11382
2577	8572	11379
2578	8575	11375
2579	8578	11372
2580	8582	11368
2581	8585	11364
2582	8589	11362
2583	8592	11358
2584	8595	11355
2585	8598	11351
2586	8601	11347
2587	8604	11344
2588	8607	11340
2589	8610	11337
2590	8623	11346
2591	8627	11343
2592	8630	11340
2593	8634	11336
2594	8637	11333
2595	8640	11330
2596	8643	11326
2597	8647	11323
2598	8650	11319
2599	8652	11315
2600	8655	11311
2601	8659	11308
2602	8662	11304
2603	8666	11302
2604	8669	11299
2605	8673	11295
2606	8676	11292
2607	8680	11290
2608	8684	11287
2609	8687	11284
2610	8691	11281
2611	8694	11278
2612	8697	11274
2613	8701	11270
2614	8704	11267
2615	8706	11262
2616	8710	11260
2617	8714	11257
2618	8717	11253
2619	8720	11250
2620	8723	11246
2621	8727	11243
2622	8730	11239
2623	8733	11236
2624	8736	11232
2625	8739	11228
2626	8742	11224
2627	8745	11221
2628	8749	11218
2629	8752	11215
2630	8755	11211
2631	8758	11207
2632	8761	11204
2633	8765	11200
2634	8768	11197
2635	8771	11193
2636	8774	11190
2637	8777	11186
2638	8780	11183
2639	8783	11179
2640	8787	11176
2641	8790	11172
2642	8794	11169
2643	8797	11166
2644	8800	11163
2645	8804	11160
2646	8807	11157
2647	8811	11153
2648	8814	11151
2649	8818	11147
2650	8821	11144
2651	8824	11140
2652	8827	11136
2653	8844	11150
2654	8848	11147
2655	8851	11144
2656	8854	11140
2657	8858	11137
2658	8861	11134
2659	8864	11131
2660	8868	11128
2661	8871	11124
2662	8874	11120
2663	8877	11117
2664	8881	11114
2665	8893	11122
2666	8897	11119
2667	8900	11115
2668	8904	11112
2669	8907	11109
2670	8914	11110
2671	8917	11107
2672	8920	11103
2673	8924	11100
2674	8927	11096
2675	8930	11092
2676	8933	11089
2677	8936	11085
2678	8939	11082
2679	8942	11078
2680	8947	11076
2681	8950	11072
2682	8953	11069
2683	8957	11066
2684	8960	11062
2685	8963	11059
2686	8967	11056
2687	8970	11053
2688	8974	11049
2689	8977	11046
2690	8980	11043
2691	8984	11040
2692	8987	11036
2693	8990	11033
2694	8994	11029
2695	8997	11026
2696	9000	11022
2697	9003	11019
2698	9007	11016
2699	9010	11013
2700	9014	11010
2701	9017	11006
2702	9020	11002
2703	9024	10999
2704	9027	10996
2705	9030	10992
2706	9033	10988
2707	9036	10984
2708	9038	10980
2709	9042	10977
2710	9045	10973
2711	9048	10969
2712	9051	10966
2713	9054	10962
2714	9057	10958
2715	9060	10955
2716	9063	10952
2717	9066	10948
2718	9069	10944
2719	9073	10941
2720	9076	10937
2721	9079	10934
2722	9083	10931
2723	9086	10927
2724	9094	10930
2725	9097	10926
2726	9100	10923
2727	9103	10919
2728	9106	10915
2729	9110	10912
2730	9113	10908
2731	9116	10905
2732	9119	10901
2733	9122	10898
2734	9125	10894
2735	9129	10890
2736	9131	10886
2737	9134	10883
2738	9138	10879
2739	9140	10875
2740	9143	10872
2741	9147	10868
2742	9150	10865
2743	9154	10862
2744	9157	10859
2745	9161	10856
2746	9165	10853
2747	9167	10849
2748	9171	10846
2749	9174	10842
2750	9178	10839
2751	9181	10836
2752	9184	10832
2753	9187	10829
2754	9191	10826
2755	9194	10822
2756	9197	10818
2757	9200	10815
2758	9203	10811
2759	9207	10808
2760	9210	10804
2761	9213	10801
2762	9216	10797
2763	9219	10794
2764	9222	10790
2765	9227	10788
2766	9230	10784
2767	9233	10781
2768	9237	10778
2769	9240	10775
2770	9243	10771
2771	9248	10769
2772	9251	10766
2773	9255	10763
2774	9258	10759
2775	9262	10757
2776	9265	10753
2777	9269	10750
2778	9272	10747
2779	9276	10744
2780	9279	10740
2781	9282	10737
2782	9285	10733
2783	9288	10730
2784	9291	10726
2785	9295	10724
2786	9299	10721
2787	9302	10717
2788	9305	10713
2789	9309	10710
2790	9312	10706
2791	9315	10703
2792	9318	10699
2793	9322	10696
2794	9325	10692
2795	9328	10689
2796	9331	10685
2797	9334	10682
2798	9337	10679
2799	9341	10675
2800	9344	10672
2801	9348	10669
2802	9351	10665
2803	9355	10663
2804	9359	10660
2805	9363	10657
2806	9366	10654
2807	9369	10650
2808	9372	10647
2809	9376	10644
2810	9379	10640
2811	9383	10637
2812	9386	10634
2813	9389	10631
2814	9393	10627
2815	9396	10624
2816	9399	10620
2817	9402	10617
2818	9405	10613
2819	9409	10610
2820	9412	10607
2821	9415	10603
2822	9418	10599
2823	9429	10605
2824	9433	10601
2825	9436	10598
2826	9439	10594
2827	9442	10591
2828	9445	10587
2829	9448	10583
2830	9451	10580
2831	9454	10576
2832	9457	10572
2833	9460	10569
2834	9464	10565
2835	9468	10563
2836	9471	10559
2837	9474	10556
2838	9477	10552
2839	9480	10549
2840	9483	10545
2841	9486	10541
2842	9490	10538
2843	9493	10534
2844	9496	10531
2845	9499	10527
2846	9502	10523
2847	9506	10521
2848	9509	10517
2849	9512	10513
2850	9515	10510
2851	9518	10506
2852	9521	10503
2853	9525	10499
2854	9528	10496
2855	9531	10493
2856	9534	10489
2857	9538	10485
2858	9541	10482
2859	9545	10479
2860	9548	10476
2861	9552	10473
2862	9555	10469
2863	9558	10466
2864	9562	10463
2865	9565	10459
2866	9568	10455
2867	9571	10452
2868	9574	10448
2869	9577	10444
2870	9581	10442
2871	9584	10438
2872	9587	10434
2873	9590	10431
2874	9593	10427
2875	9596	10423
2876	9599	10420
2877	9602	10416
2878	9605	10412
2879	9608	10409
2880	9612	10406
2881	9615	10403
2882	9618	10399
2883	9621	10395
2884	9625	10392
2885	9628	10389
2886	9631	10385
2887	9635	10382
2888	9639	10379
2889	9642	10376
2890	9645	10372
2891	9648	10369
2892	9651	10365
2893	9654	10362
2894	9658	10359
2895	9662	10356
2896	9666	10353
2897	9677	10359
2898	9681	10355
2899	9685	10352
2900	9688	10349
2901	9691	10346
2902	9695	10342
2903	9698	10339
2904	9701	10336
2905	9705	10332
2906	9708	10329
2907	9711	10325
2908	9714	10322
2909	9717	10318
2910	9720	10315
2911	9723	10311
2912	9726	10307
2913	9729	10303
2914	9733	10301
2915	9737	10298
2916	9740	10295
2917	9744	10291
2918	9748	10289
2919	9752	10286
2920	9756	10284
2921	9760	10281
2922	9765	10279
2923	9768	10276
2924	9772	10273
2925	9775	10269
2926	9778	10266
2927	9781	10262
2928	9784	10259
2929	9788	10255
2930	9792	10253
2931	9795	10249
2932	9798	10246
2933	9802	10243
2934	9805	10239
2935	9808	10236
2936	9811	10232
2937	9815	10229
2938	9818	10225
2939	9821	10222
2940	9824	10218
2941	9827	10215
2942	9830	10211
2943	9833	10207
2944	9836	10204
2945	9840	10201
2946	9843	10198
2947	9847	10195
2948	9850	10191
2949	9854	10188
2950	9857	10184
2951	9860	10181
2952	9864	10178
2953	9867	10174
2954	9869	10170
2955	9873	10167
2956	9876	10163
2957	9879	10160
2958	9882	10156
2959	9885	10153
2960	9888	10149
2961	9892	10146
2962	9895	10142
2963	9898	10138
2964	9901	10135
2965	9904	10131
2966	9907	10128
2967	9910	10124
2968	9914	10121
2969	9917	10117
2970	9920	10114
2971	9923	10110
2972	9926	10107
2973	9929	10103
2974	9933	10100
2975	9936	10096
2976	9938	10092
2977	9941	10088
2978	9945	10085
2979	9948	10082
2980	9951	10078
2981	9954	10074
2982	9957	10071
2983	9961	10067
2984	9963	10064
2985	9968	10061
2986	9970	10057
2987	9973	10053
2988	9976	10050
2989	9980	10046
2990	9983	10043
2991	9985	10039
2992	9988	10035
2993	9992	10032
2994	9995	10028
2995	9998	10025
2996	10001	10021
2997	10005	10018
2998	10008	10014
2999	10011	10011
3000	10015	10008
3001	10018	10005
3002	10023	10002
3003	10027	10001
3004	10031	9997
3005	10034	9994
3006	10037	9990
3007	10050	9997
3008	10053	9993
3009	10056	9990
3010	10060	9986
3011	10063	9982
3012	10066	9979
3013	10069	9975
3014	10072	9971
3015	10075	9968
3016	10078	9964
3017	10081	9961
3018	10085	9958
3019	10088	9955
3020	10093	9952
3021	10095	9948
3022	10099	9945
3023	10102	9942
3024	10105	9938
3025	10108	9934
3026	10111	9931
3027	10114	9927
3028	10117	9924
3029	10120	9920
3030	10123	9916
3031	10127	9913
3032	10130	9910
3033	10134	9907
3034	10137	9903
3035	10141	9900
3036	10144	9897
3037	10147	9893
3038	10150	9890
3039	10153	9886
3040	10156	9883
3041	10160	9879
3042	10163	9876
3043	10166	9872
3044	10169	9869
3045	10172	9865
3046	10176	9862
3047	10179	9858
3048	10182	9855
3049	10185	9851
3050	10189	9848
3051	10192	9845
3052	10195	9841
3053	10198	9837
3054	10211	9844
3055	10215	9840
3056	10218	9836
3057	10221	9833
3058	10224	9830
3059	10227	9826
3060	10230	9823
3061	10234	9820
3062	10237	9816
3063	10240	9812
3064	10243	9809
3065	10246	9805
3066	10258	9810
3067	10261	9806
3068	10264	9803
3069	10268	9800
3070	10272	9797
3071	10275	9794
3072	10279	9790
3073	10283	9788
3074	10286	9785
3075	10291	9782
3076	10294	9779
3077	10298	9776
3078	10303	9774
3079	10307	9771
3080	10310	9768
3081	10313	9764
3082	10317	9761
3083	10320	9758
3084	10329	9760
3085	10332	9757
3086	10336	9753
3087	10340	9751
3088	10344	9747
3089	10347	9744
3090	10351	9741
3091	10354	9738
3092	10357	9734
3093	10361	9731
3094	10370	9734
3095	10374	9731
3096	10377	9727
3097	10380	9724
3098	10384	9720
3099	10387	9717
3100	10390	9713
3101	10393	9710
3102	10396	9706
3103	10400	9703
3104	10403	9699
3105	10412	9701
3106	10415	9698
3107	10419	9695
3108	10423	9692
3109	10426	9688
3110	10430	9685
3111	10433	9682
3112	10437	9679
3113	10440	9676
3114	10443	9672
3115	10447	9669
3116	10450	9666
3117	10454	9663
3118	10458	9660
3119	10461	9656
3120	10464	9653
3121	10467	9649
3122	10470	9645
3123	10473	9642
3124	10476	9638
3125	10480	9635
3126	10484	9632
3127	10487	9628
3128	10490	9625
3129	10493	9621
3130	10496	9618
3131	10499	9614
3132	10502	9610
3133	10505	9606
3134	10508	9603
3135	10511	9599
3136	10514	9596
3137	10517	9592
3138	10521	9589
3139	10524	9586
3140	10528	9582
3141	10531	9579
3142	10534	9576
3143	10539	9573
3144	10542	9570
3145	10545	9566
3146	10548	9563
3147	10551	9559
3148	10555	9556
3149	10558	9552
3150	10561	9548
3151	10564	9545
3152	10567	9541
3153	10570	9538
3154	10573	9534
3155	10576	9530
3156	10580	9527
3157	10583	9524
3158	10586	9520
3159	10589	9517
3160	10593	9514
3161	10596	9510
3162	10599	9507
3163	10603	9504
3164	10606	9500
3165	10609	9497
3166	10613	9493
3167	10616	9490
3168	10620	9487
3169	10623	9483
3170	10626	9480
3171	10629	9476
3172	10632	9472
3173	10635	9469
3174	10639	9466
3175	10642	9462
3176	10645	9459
3177	10648	9455
3178	10651	9451
3179	10654	9448
3180	10657	9444
3181	10660	9441
3182	10663	9437
3183	10666	9433
3184	10669	9430
3185	10672	9426
3186	10676	9423
3187	10680	9420
3188	10683	9416
3189	10686	9413
3190	10689	9410
3191	10693	9406
3192	10696	9403
3193	10699	9400
3194	10703	9396
3195	10706	9393
3196	10709	9389
3197	10712	9386
3198	10715	9382
3199	10719	9379
3200	10721	9375
3201	10725	9372
3202	10728	9368
3203	10732	9366
3204	10736	9363
3205	10740	9360
3206	10744	9357
3207	10748	9354
3208	10751	9350
3209	10755	9348
3210	10758	9344
3211	10761	9341
3212	10764	9337
3213	10768	9334
3214	10771	9330
3215	10774	9326
3216	10777	9323
3217	10780	9319
3218	10784	9316
3219	10787	9313
3220	10791	9310
3221	10794	9306
3222	10797	9303
3223	10801	9300
3224	10804	9296
3225	10807	9292
3226	10810	9289
3227	10813	9285
3228	10816	9282
3229	10820	9279
3230	10823	9276
3231	10827	9272
3232	10830	9269
3233	10833	9266
3234	10836	9262
3235	10839	9258
3236	10842	9255
3237	10845	9251
3238	10848	9247
3239	10851	9244
3240	10854	9240
3241	10857	9236
3242	10861	9233
3243	10864	9229
3244	10867	9226
3245	10870	9222
3246	10873	9219
3247	10876	9215
3248	10880	9212
3249	10882	9208
3250	10886	9205
3251	10889	9201
