iter	RMSE
929	0.1267125083
930	0.1266720447
931	0.1266203736
932	0.126569757
933	0.1265334259
934	0.126494433
935	0.1264422221
936	0.1263964902
937	0.1263523315
938	0.1263087483
939	0.1262684314
940	0.126203833
941	0.1261474762
942	0.1261090397
943	0.1260589494
944	0.1260055871
945	0.1259709425
946	0.1259179633
947	0.1258838774
948	0.1258305646
949	0.1257826211
950	0.1257446747
951	0.1257224964
952	0.1256729059
953	0.125642798
954	0.1256194412
955	0.1255554167
956	0.1255190356
957	0.1254674103
958	0.1254293875
959	0.1253807877
960	0.1253284217
961	0.12528152
962	0.125247309
963	0.1252126509
964	0.1251635015
965	0.1251143723
966	0.1250759119
967	0.1250293481
968	0.1249829887
969	0.1249205595
970	0.1248978703
971	0.1248669384
972	0.1248059511
973	0.1247637057
974	0.1247129906
975	0.1246741895
976	0.1246301937
977	0.1245943248
978	0.1245647755
979	0.1245267388
980	0.1244980024
981	0.1244437883
982	0.1244008976
983	0.1243596469
984	0.1243285462
985	0.1243060353
986	0.1242862741
987	0.1242311666
988	0.1241973171
989	0.1241765878
990	0.1241352751
991	0.124101148
992	0.1240613415
993	0.1240137521
994	0.1239717356
995	0.1239351808
996	0.1238999072
997	0.1238772036
998	0.1238489152
999	0.1238248663
1000	0.1238004018
1001	0.1237565637
1002	0.1237264908
1003	0.1236797214
1004	0.1236469379
1005	0.1236058877
1006	0.1235848425
1007	0.1235489397
1008	0.1235123956
1009	0.1234855053
1010	0.1234529349
1011	0.1234281406
1012	0.1233943546
1013	0.1233630616
1014	0.1233309233
1015	0.1232846003
1016	0.1232386392
1017	0.1232031849
1018	0.1231455502
1019	0.1231063013
1020	0.123073051
1021	0.1230187536
1022	0.1229757698
1023	0.122948872
1024	0.1229257617
1025	0.122881522
1026	0.1228400787
1027	0.1227985909
1028	0.1227618364
1029	0.1227152709
1030	0.1226784387
1031	0.1226451282
1032	0.1226267065
1033	0.1225881548
1034	0.1225428164
1035	0.122506871
1036	0.1224685742
1037	0.1224404013
1038	0.1224189735
1039	0.1223900118
1040	0.1223692295
1041	0.1223144269
1042	0.1223028937
1043	0.1222656183
1044	0.1222348946
1045	0.1222011318
1046	0.1221686448
1047	0.1221528291
1048	0.1221335114
1049	0.122101426
1050	0.1220615961
1051	0.1220367023
1052	0.1220052054
1053	0.1219655798
1054	0.1219439429
1055	0.1219094021
1056	0.1218697909
1057	0.1218399073
1058	0.1218141633
1059	0.1217889605
1060	0.1217461931
1061	0.121706282
1062	0.1216622566
1063	0.1216404474
1064	0.1216021419
1065	0.121567847
1066	0.1215322388
1067	0.1215115292
1068	0.1214918856
1069	0.1214722704
1070	0.1214329902
1071	0.1213998629
1072	0.1213709897
1073	0.121347297
1074	0.1213224483
1075	0.1212960026
1076	0.1212757491
1077	0.1212479008
1078	0.1212163231
1079	0.1211849366
1080	0.1211552744
1081	0.1211195695
1082	0.1211018792
1083	0.1210713716
1084	0.1210579132
1085	0.121022327
1086	0.1209876722
1087	0.1209584556
1088	0.1209407701
1089	0.1209073295
1090	0.1208823553
1091	0.1208612231
1092	0.1208210367
1093	0.1207694928
1094	0.1207407138
1095	0.1207021613
1096	0.1206571529
1097	0.1206170337
1098	0.1205808763
1099	0.1205570031
1100	0.120543056
1101	0.1205189668
1102	0.120488028
1103	0.1204569178
1104	0.1204402429
1105	0.1203908697
1106	0.1203348416
1107	0.1202955405
1108	0.1202742452
1109	0.1202569956
1110	0.1202345337
1111	0.1202027107
1112	0.1201786252
1113	0.1201384012
1114	0.1201049544
1115	0.120088064
1116	0.1200603537
1117	0.1200223417
1118	0.119996822
1119	0.1199701695
1120	0.1199318198
1121	0.1199069971
1122	0.1198749005
1123	0.1198418292
1124	0.1198127916
1125	0.1197796741
1126	0.1197533322
1127	0.1197347767
1128	0.1197111806
1129	0.1196655923
1130	0.1196087396
1131	0.1195748458
1132	0.1195559811
1133	0.1195180615
1134	0.1194853087
1135	0.1194492206
1136	0.1194273504
1137	0.1193945777
1138	0.1193650017
1139	0.1193442691
1140	0.119304504
1141	0.1192831568
1142	0.1192617454
1143	0.1192384378
1144	0.1192145166
1145	0.119183757
1146	0.1191577728
1147	0.1191476399
1148	0.1191052146
1149	0.1190803153
1150	0.1190564863
1151	0.119039612
1152	0.1189944105
1153	0.1189691498
1154	0.118946723
1155	0.1189311374
1156	0.1189070225
1157	0.1188843465
1158	0.1188690403
1159	0.1188460511
1160	0.1188268587
1161	0.1187963966
1162	0.1187697577
1163	0.1187240784
1164	0.1186940233
1165	0.1186631407
1166	0.1186354016
1167	0.1186157079
1168	0.1185893063
1169	0.1185538604
1170	0.1185171356
1171	0.1184887052
1172	0.1184725277
1173	0.1184461602
1174	0.1184042887
1175	0.1183926491
1176	0.1183680473
1177	0.118343935
1178	0.1183242685
1179	0.1182903575
1180	0.1182750403
1181	0.1182357148
1182	0.1181987159
1183	0.1181515142
1184	0.1181217975
1185	0.1180953314
1186	0.1180756429
1187	0.1180491588
1188	0.1180245992
1189	0.1180080264
1190	0.1179700642
1191	0.1179410962
1192	0.1179080523
1193	0.1178942774
1194	0.1178806029
1195	0.11785943
1196	0.1178292538
1197	0.117783093
1198	0.1177568306
1199	0.117734883
1200	0.1177030662
1201	0.1176671062
1202	0.1176397973
1203	0.1176198537
1204	0.1175878229
1205	0.1175491419
1206	0.1175180479
1207	0.11750352
1208	0.1174716133
1209	0.1174521557
1210	0.1174269836
1211	0.1173994353
1212	0.1173688814
1213	0.1173389072
1214	0.1173028262
1215	0.1172783276
1216	0.1172632396
1217	0.1172277057
1218	0.1172043135
1219	0.1171698945
1220	0.1171516475
1221	0.1171283348
1222	0.1170989928
1223	0.1170777936
1224	0.1170486142
1225	0.1170351169
1226	0.1170236863
1227	0.1169911519
1228	0.1169839688
1229	0.1169593916
1230	0.1169286169
1231	0.1169003493
1232	0.1168647747
1233	0.1168385871
1234	0.1168126809
1235	0.1167908842
1236	0.1167669282
1237	0.1167477028
1238	0.1167171474
1239	0.1166955312
1240	0.1166698904
1241	0.1166510576
1242	0.116624784
1243	0.1166014936
1244	0.1165680986
1245	0.1165381068
1246	0.1165181437
1247	0.1164965271
1248	0.116467739
1249	0.1164480882
1250	0.116432152
1251	0.1164110962
1252	0.1163927324
1253	0.1163615175
1254	0.1163359387
1255	0.1163170618
1256	0.1162783232
1257	0.1162618088
1258	0.1162337345
1259	0.1162073607
1260	0.1161874521
1261	0.1161604495
1262	0.1161406949
1263	0.1161207672
1264	0.1161045272
1265	0.1160946481
1266	0.1160828791
1267	0.1160459786
1268	0.1160267467
1269	0.1159961905
1270	0.1159672793
1271	0.115942057
1272	0.1159206847
1273	0.1159088282
1274	0.115881073
1275	0.1158509474
1276	0.1158301077
1277	0.1158032932
1278	0.1157845196
1279	0.1157595429
1280	0.1157167356
1281	0.1156998608
1282	0.115673545
1283	0.1156597765
1284	0.1156437717
1285	0.1156166279
1286	0.1155849616
1287	0.1155610101
1288	0.1155343384
1289	0.1155159297
1290	0.115503352
1291	0.1154746289
1292	0.1154437659
1293	0.1154145566
1294	0.1153680306
1295	0.1153527537
1296	0.1153344429
1297	0.1153176382
1298	0.1152969981
1299	0.1152749274
1300	0.1152517352
1301	0.1152247811
1302	0.1152054906
1303	0.1151739484
1304	0.11516179
1305	0.1151428327
1306	0.1151310275
1307	0.1151118925
1308	0.1150820695
1309	0.1150621048
1310	0.1150350096
1311	0.1150148346
1312	0.114989075
1313	0.114961313
1314	0.1149277122
1315	0.1148960684
1316	0.1148776639
1317	0.1148499242
1318	0.1148286771
1319	0.1148136324
1320	0.1147754468
1321	0.1147595158
1322	0.1147499877
1323	0.1147301987
1324	0.1147063261
1325	0.1146665062
1326	0.1146604132
1327	0.1146365287
1328	0.1146179829
1329	0.1145967684
1330	0.114587091
1331	0.1145720991
1332	0.1145575975
1333	0.1145273596
1334	0.1145069105
1335	0.1144946072
1336	0.1144623132
1337	0.1144392248
1338	0.1144181409
1339	0.1144015259
1340	0.1143782511
1341	0.1143410213
1342	0.1143147674
1343	0.1142861777
1344	0.1142591209
1345	0.114233149
1346	0.1142030112
1347	0.1141926038
1348	0.1141704356
1349	0.1141380881
1350	0.1141084969
1351	0.114084262
1352	0.1140573007
1353	0.11403951
1354	0.1140216637
1355	0.1139961931
1356	0.1139753036
1357	0.1139523674
1358	0.1139394294
1359	0.1139202895
1360	0.1138932089
1361	0.1138775739
1362	0.1138653674
1363	0.1138426452
1364	0.1138105631
1365	0.1137836171
1366	0.1137697177
1367	0.1137462767
1368	0.1137265435
1369	0.1136951811
1370	0.1136623052
1371	0.1136315473
1372	0.1136078365
1373	0.1135890618
1374	0.1135705575
1375	0.1135397601
1376	0.1135129435
1377	0.1134866276
1378	0.1134527476
1379	0.113431874
1380	0.1134092337
1381	0.1133874783
1382	0.1133634391
1383	0.1133322043
1384	0.1133038119
1385	0.1132924291
1386	0.1132550728
1387	0.1132457864
1388	0.1132299409
1389	0.1131915166
1390	0.1131708588
1391	0.1131459951
1392	0.1131293056
1393	0.1131014793
1394	0.113071898
1395	0.1130459991
1396	0.1130197967
1397	0.1130056073
1398	0.1129806053
1399	0.1129665849
1400	0.1129508291
1401	0.1129261493
1402	0.1128992957
1403	0.1128728443
1404	0.1128496463
1405	0.1128225572
1406	0.1128076474
1407	0.1127925418
1408	0.1127672445
1409	0.1127444092
1410	0.1127332683
1411	0.1127079797
1412	0.112694311
1413	0.1126859014
1414	0.1126597646
1415	0.1126482105
1416	0.1126314742
1417	0.1126168593
1418	0.1125978166
1419	0.1125865078
1420	0.1125700442
1421	0.1125372925
1422	0.1125214754
1423	0.1124910193
1424	0.1124744375
1425	0.1124591776
1426	0.1124336556
1427	0.1124128318
1428	0.1123913568
1429	0.1123673651
1430	0.1123530103
1431	0.1123245269
1432	0.1122962765
1433	0.1122761957
1434	0.1122697651
1435	0.1122538427
1436	0.1122366585
1437	0.1122207725
1438	0.1121978593
1439	0.1121874653
1440	0.1121657974
1441	0.112140834
1442	0.1121212702
1443	0.112098874
1444	0.1120884513
1445	0.1120672672
1446	0.1120538022
1447	0.1120248889
1448	0.1120135774
1449	0.1119891242
1450	0.1119613721
1451	0.1119353768
1452	0.1119180274
1453	0.1119013184
1454	0.1118755449
1455	0.1118453027
1456	0.1118230331
1457	0.1117940942
1458	0.1117752787
1459	0.1117596267
1460	0.1117348351
1461	0.1117211539
1462	0.1116975621
1463	0.1116637858
1464	0.1116456397
1465	0.1116240363
1466	0.1116016422
1467	0.1115871266
1468	0.1115666004
1469	0.1115526689
1470	0.1115399015
1471	0.1115162646
1472	0.1115076974
1473	0.1114871928
1474	0.111474393
1475	0.1114651125
1476	0.111462495
1477	0.1114487853
1478	0.1114335684
1479	0.1114013678
1480	0.1113869386
1481	0.1113653428
1482	0.111340398
1483	0.1113310458
1484	0.1113124214
1485	0.1112910882
1486	0.1112699283
1487	0.1112523241
1488	0.1112360178
1489	0.1112150807
1490	0.1112019303
1491	0.1111742445
1492	0.111157338
1493	0.1111411802
1494	0.1111283462
1495	0.1111125017
1496	0.1110840139
1497	0.1110659397
1498	0.111048716
1499	0.1110300286
1500	0.1110085778
1501	0.1109900162
1502	0.1109718996
1503	0.110952803
1504	0.1109326627
1505	0.1109199981
1506	0.1108913414
1507	0.1108834945
1508	0.1108666793
1509	0.1108548711
1510	0.1108309555
1511	0.110817123
1512	0.1107959267
